Última atualização: 11/09/2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Operação;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link
SWZU;PE0059;Cepasa;JABOATÃO DOS GUARARAPES;Pernambuco;"035°00'47,0""O";"08°07'42,0""S";VFR Diurna/Noturna;17;Quadrado;23m x 23m;t;Concreto;16/09/2024;PA2014-2186;https://pergamum.anac.gov.br/arquivos/PA2014-2186.pdf
SJXL;PI0047;Hospital Unimed Primavera;TERESINA;Piauí;"042°48'56,0""O";"05°03'28,0""S";VFR Diurna/Noturna;18;Retangular;30m x 19m;t;Concreto;12/05/2021;PA2016-1895;https://pergamum.anac.gov.br/arquivos/PA2016-1895.pdf
SIAM;AM0057;Francisca Mendes;MANAUS;Amazonas;"059°57'51,0""O";"03°01'57,0""S";VFR Diurna/Noturna;32;Quadrado;18,24m x 18,24m;t;Concreto;14/08/2024;PA2014-1898;https://pergamum.anac.gov.br/arquivos/PA2014-1898.pdf
SJMS;GO0162;Mineração Serra Grande ;CRIXÁS;Goiás;"049°58'05,0""O";"14°34'29,0""S";VFR Diurna;24;Quadrado;20m x 20m;t;Grama;20/02/2025;PA2016-2481;https://pergamum.anac.gov.br/arquivos/PA2016-2481.pdf
SJSD;MG0244;Mineração Riacho dos Machados;RIACHO DOS MACHADOS;Minas Gerais;"043°07'47,0""O";"16°03'22,0""S";VFR Diurna;31;Quadrado;20m x 20m;t;Concreto;23/03/2027;PA2017-0838;https://pergamum.anac.gov.br/arquivos/PA2017-0838.pdf
SSLE;MS0407;Eldorado Brasil;TRÊS LAGOAS;Mato Grosso do Sul;"051°36'50,0""O";"20°35'43,0""S";VFR Diurna/Noturna;16;Quadrado;24m x 24m;t;Concreto;27/03/2025;PA2015-0739;https://pergamum.anac.gov.br/arquivos/PA2015-0739.pdf
SIBL;PA0153;Clínica Porto Dias;BELÉM;Pará;"048°27'30,0""O";"01°26'15,0""S";VFR Diurna;2;Quadrado;19,5m x 19,5m;t;Metálico;24/05/2023;PA2013-1326;https://pergamum.anac.gov.br/arquivos/PA2013-1326.pdf
SIWI;PA0155;Miriti Internacional Golfe Marina;MARITUBA;Pará;"048°19'07,0""O";"01°20'19,0""S";VFR Diurna;33;Quadrado;18m x 18m;t;Concreto;04/10/2022;PA2016-2901;https://pergamum.anac.gov.br/arquivos/PA2016-2901.pdf
SSUX;PA0159;Usina Biopalma Moju;MOJU;Pará;"048°51'37,0""O";"02°13'59,0""S";VFR Diurna;4;Quadrado;19,5m x 19,5m;t;Grama;31/07/2024;PA2014-1762;https://pergamum.anac.gov.br/arquivos/PA2014-1762.pdf
SNAK;PA0157;Carajás;PARAUAPEBAS;Pará;"050°04'24,0""O";"06°04'54,0""S";VFR Diurna;10 28;Quadrado;27m x 27m;t;Concreto;12/12/2023;PA2013-2245;https://pergamum.anac.gov.br/arquivos/PA2013-2245.pdf
SJQR;PE0038;Rincão do Céu;IGARASSU;Pernambuco;"034°50'56,0""O";"07°50'46,0""S";VFR Diurna/Noturna;25;Quadrado;18m x 18m;t;Paralelepípedo;19/12/2023;PA2014-1765;https://pergamum.anac.gov.br/arquivos/PA2014-1765.pdf
SSHO;PB0019;Hospital Santa Rita;SANTA RITA;Paraíba;"034°56'48,4""O";"07°07'33,6""S";VFR Diurna/Noturna;;Quadrado;m x m;t;Aço;22/12/2027;PA2017-4068;https://pergamum.anac.gov.br/arquivos/PA2017-4068.pdf
SSZU;PB0020;Centro de Convenções de João Pessoa;JOÃO PESSOA;Paraíba;"034°48'11,0""O";"07°11'22,8""S";VFR Diurna/Noturna;5 21;Quadrado;22m x 22m;t;Concreto;23/12/2025;PA2015-3392;https://pergamum.anac.gov.br/arquivos/PA2015-3392.pdf
SWKX;PB0021;Clip-Pb;CONDE;Paraíba;"034°56'01,5""O";"07°16'18,4""S";VFR Diurna/Noturna;14;Quadrado;20m x 20m;t;Concreto;24/10/2026;PA2016-2846;https://pergamum.anac.gov.br/arquivos/PA2016-2846.pdf
SWMP;PB0022;Paladino;CONDE;Paraíba;"034°55'42,9""O";"07°15'17,5""S";VFR Diurna;33;Quadrado;20m x 20m;t;Concreto;10/10/2026;PA2016-2723;https://pergamum.anac.gov.br/arquivos/PA2016-2723.pdf
SDCI;MG0213;Quick Fazenda Cachoeira;ESMERALDAS;Minas Gerais;"044°20'39,0""O";"19°49'09,0""S";VFR Diurna/Noturna;21;Quadrado;20m x 20m;t;Grama;03/07/2024;PA2014-1495;https://pergamum.anac.gov.br/arquivos/PA2014-1495.pdf
SDAB;PE0019;Lazzuli;OLINDA;Pernambuco;"034°52'16,0""O";"08°02'02,0""S";VFR Diurna/Noturna;9 27;Quadrado;20m x 20m;t;Concreto;16/07/2025;PA2015-1846;https://pergamum.anac.gov.br/arquivos/PA2015-1846.pdf
SDNF;MG0218;Agéo Fazenda Capitão do Mato;NOVA LIMA;Minas Gerais;"043°55'24,0""O";"20°09'38,0""S";VFR Diurna/Noturna;32;Quadrado;20m x 20m;t;Grama;03/07/2024;PA2014-1497;https://pergamum.anac.gov.br/arquivos/PA2014-1497.pdf
SNXL;MG0266;Superluna;BETIM;Minas Gerais;"044°10'44,0""O";"19°59'50,0""S";VFR Diurna/Noturna;34;Quadrado;20,6m x 20,6m;t;Concreto;22/05/2025;PA2015-1222;https://pergamum.anac.gov.br/arquivos/PA2015-1222.pdf
SJGG;MG0446;Haras MTostes;ITABIRITO;Minas Gerais;"043°42'34,8""O";"20°13'33,5""S";VFR Diurna/Noturna;11;Quadrado;21m x 21m;t;Grama;;;
SDEC;PE0020;Empresarial Charles Darwin;RECIFE;Pernambuco;"034°53'48,0""O";"08°03'56,0""S";VFR Diurna/Noturna;1 19;Quadrado;18m x 18m;t;Concreto;06/07/2026;PA2016-1698;https://pergamum.anac.gov.br/arquivos/PA2016-1698.pdf
SDGN;PE0021;Empresarial Pontes Corporate Center;RECIFE;Pernambuco;"034°54'14,8""O";"08°07'54,3""S";VFR Diurna/Noturna;1 19;Quadrado;18m x 18m;t;Concreto;24/01/2023;PA2013-0193;https://pergamum.anac.gov.br/arquivos/PA2013-0193.pdf
SDKS;PE0023;Enseadinha;IPOJUCA;Pernambuco;"035°00'25,0""O";"08°33'00,0""S";VFR Diurna/Noturna;16;Quadrado;20m x 20m;t;Concreto;23/07/2025;PA2015-1949;https://pergamum.anac.gov.br/arquivos/PA2015-1949.pdf
SDOM;PE0024;Catuama II;GOIANA;Pernambuco;"034°49'48""O";"07°39'56,0""S";VFR Diurna/Noturna;14;Quadrado;24m x 24m;t;Concreto;20/08/2025;PA2015-2220;https://pergamum.anac.gov.br/arquivos/PA2015-2220.pdf
SIAL;PE0026;Summerville;IPOJUCA;Pernambuco;"034°58'57""O";"08°26'07,0""S";VFR Diurna/Noturna;9;Quadrado;18m x 18m;t;Concreto;15/05/2023;PA2013-1218;https://pergamum.anac.gov.br/arquivos/PA2013-1218.pdf
SILE;PE0030;Usina Trapiche S/A;SIRINHAÉM;Pernambuco;"035°07'41,0""O";"08°34'46,0""S";VFR Diurna/Noturna;17 32;Quadrado;19,5m x 19,5m;t;Paralelepípedo;10/06/2023;PA2013-1481;https://pergamum.anac.gov.br/arquivos/PA2013-1481.pdf
SILW;PE0031;Monte das Acácias;GRAVATÁ;Pernambuco;"035°32'41,0""O";"08°13'11,0""S";VFR Diurna/Noturna;12 30;Quadrado;24m x 24m;t;Concreto;17/04/2023;PA2013-0985;https://pergamum.anac.gov.br/arquivos/PA2013-0985.pdf
SINY;PE0032;Fazenda Nova;BREJO DA MADRE DE DEUS;Pernambuco;"036°11'49,0""O";"08°09'36,0""S";VFR Diurna/Noturna;14;Quadrado;22m x 22m;t;Concreto;18/12/2022;PA2012-2773;https://pergamum.anac.gov.br/arquivos/PA2012-2773.pdf
SIPQ;PE0033;Office Park;CABO DE SANTO AGOSTINHO;Pernambuco;"034°56'52,0""O";"08°15'18,0""S";VFR Diurna/Noturna;13 31;Quadrado;21m x 21m;t;Concreto;26/03/2024;PA2014-0704;https://pergamum.anac.gov.br/arquivos/PA2014-0704.pdf
SIUE;PE0034;Suape;IPOJUCA;Pernambuco;"035°00'31,0""O";"08°21'48,0""S";VFR Diurna/Noturna;15 33;Quadrado;24m x 24m;t;Concreto;;;
SJHB;PE0036;Real Hospital Português;RECIFE;Pernambuco;"034°53'52,0""O";"08°03'50,0""S";VFR Diurna/Noturna;;Circular;18m x 18m;2t;Concreto;;;
SNCD;PE0040;Catuama;GOIANA;Pernambuco;"034°50'17,0""O";"07°39'48,0""S";VFR Diurna/Noturna;13 31;Quadrado;22m x 22m;t;Paralelepípedo;24/10/2022;PA2014-1205;https://pergamum.anac.gov.br/arquivos/PA2014-1205.pdf
SNER;PE0042;Instituto RB;RECIFE;Pernambuco;"034°57'50,0""O";"08°03'44,0""S";VFR Diurna;25;Quadrado;19m x 19m;t;Concreto;21/02/2027;PA2017-0490;https://pergamum.anac.gov.br/arquivos/PA2017-0490.pdf
SNGE;PE0043;Ilha do Retiro;RECIFE;Pernambuco;"034°54'07,0""O";"08°04'00,0""S";VFR Diurna/Noturna;8;Quadrado;18m x 18m;t;Concreto;31/07/2025;PA2015-2034;https://pergamum.anac.gov.br/arquivos/PA2015-2034.pdf
SNGF;PE0044;Fazenda Manacá;GRAVATÁ;Pernambuco;"035°30'17,0""O";"08°11'29,0""S";VFR Diurna/Noturna;12 30;Quadrado;22m x 22m;t;Paralelepípedo;11/09/2024;PA2014-2123;https://pergamum.anac.gov.br/arquivos/PA2014-2123.pdf
SNHY;PE0045;Hospital Esperança;RECIFE;Pernambuco;"034°53'42""O";"08°04'01,0""S";VFR Diurna/Noturna;4 22;Quadrado;18m x 18m;1,52t;Concreto;16/09/2021;PA2011-1771;https://pergamum.anac.gov.br/arquivos/PA2011-1771.pdf
SNNT;PE0046;Lagoa do Cavalo;GRAVATÁ;Pernambuco;"035°38'18,0""O";"08°10'23,0""S";VFR Diurna/Noturna;16 34;Quadrado;23m x 23m;t;Grama;01/07/2023;PA2013-1662;https://pergamum.anac.gov.br/arquivos/PA2013-1662.pdf
SDDM;RJ0031;Dona Marta;RIO DE JANEIRO;Rio de Janeiro;"043°11'49,0""O";"22°56'42,0""S";VFR Diurna;16 34;Quadrado;18m x 18m;t;Concreto;29/10/2025;PA2015-2867;https://pergamum.anac.gov.br/arquivos/PA2015-2867.pdf
SDDO;RJ0032;Cândido Mendes;RIO DE JANEIRO;Rio de Janeiro;"043°10'31,0""O";"22°54'15,0""S";VFR Diurna/Noturna;17 35;Quadrado;18m x 18m;t;Concreto;23/03/2025;PA2015-0703;https://pergamum.anac.gov.br/arquivos/PA2015-0703.pdf
SDDT;RJ0033;Imbetiba;MACAÉ;Rio de Janeiro;"041°46'21""O";"22°23'16,0""S";VFR Diurna/Noturna;8 35;Quadrado;26m x 26m;t;Concreto;16/06/2024;PA2014-1403;https://pergamum.anac.gov.br/arquivos/PA2014-1403.pdf
SDFA;RJ0035;Frade 1;ANGRA DOS REIS;Rio de Janeiro;"044°26'38,0""O";"22°58'09,0""S";VFR Diurna/Noturna;10 28;Quadrado;25m x 25m;t;Concreto;09/10/2027;PA2017-3203;https://pergamum.anac.gov.br/arquivos/PA2017-3203.pdf
SDGL;RJ0039;Catedral Mundial da Fé;RIO DE JANEIRO;Rio de Janeiro;"043°16'29,0""O";"22°52'51,0""S";VFR Diurna/Noturna;1 19;Quadrado;21m x 21m;t;Concreto;16/09/2023;PA2013-2401;https://pergamum.anac.gov.br/arquivos/PA2013-2401.pdf
SDHD;RJ0040;Hospital de Clínicas de Niterói;NITERÓI;Rio de Janeiro;"043°06'57,0""O";"22°53'40,0""S";VFR Diurna/Noturna;14 27;Quadrado;19,5m x 19,5m;t;Metálico;18/04/2021;PA2011-0762;https://pergamum.anac.gov.br/arquivos/PA2011-0762.pdf
SIDD;AL0015;Fazenda São Braz;BARRA DE SANTO ANTÔNIO;Alagoas;"035°30'29,8""O";"09°22'46,5""S";VFR Diurna;;Circular;26m x 26m;3t;Concreto;02/10/2025;PA2015-2604;https://pergamum.anac.gov.br/arquivos/PA2015-2604.pdf
SDEQ;PR0102;Quatro Barras;QUATRO BARRAS;Paraná;"049°05'05,0""O";"25°22'36,0""S";VFR Diurna;5 23;Quadrado;24m x 24m;t;Concreto;16/07/2025;PA2015-1847;https://pergamum.anac.gov.br/arquivos/PA2015-1847.pdf
SWVP;BA0238;Ages;PARIPIRANGA;Bahia;"037°50'41,0""O";"10°41'39,0""S";VFR Diurna/Noturna;29;Quadrado;21m x 21m;t;Concreto;09/03/2026;PA2016-0516;https://pergamum.anac.gov.br/arquivos/PA2016-0516.pdf
SDKB;PR0103;CJB CURITIBA;CURITIBA;Paraná;"049°14'26,0""O";"25°26'17,0""S";VFR Diurna/Noturna;13 34;Quadrado;21m x 21m;t;Concreto;23/04/2025;PA2015-0973;https://pergamum.anac.gov.br/arquivos/PA2015-0973.pdf
SDML;PR0104;Destro Macro;CURITIBA;Paraná;"049°18'13,3""O";"25°33'30,2""S";VFR Diurna/Noturna;14 32;Quadrado;20m x 20m;t;Concreto;23/07/2025;PA2015-1948;https://pergamum.anac.gov.br/arquivos/PA2015-1948.pdf
SIFY;PR0107;Heliponto Conduspar;SÃO JOSÉ DOS PINHAIS;Paraná;"049°09'09""O";"25°34'21,0""S";VFR Diurna/Noturna;14;Quadrado;20m x 20m;t;Asfalto;06/06/2022;PA2012-1120;https://pergamum.anac.gov.br/arquivos/PA2012-1120.pdf
SIHE;PR0108;Fortesolo;PARANAGUÁ;Paraná;"048°33'27,6""O";"25°33'15,3""S";VFR Diurna;23;Quadrado;19,5m x 19,5m;t;Concreto;26/06/2025;PA2015-1565;https://pergamum.anac.gov.br/arquivos/PA2015-1565.pdf
SIMC;PR0109;Punta Del Este;SERTANEJA;Paraná;"050°59'40,0""O";"22°48'29,0""S";VFR Diurna/Noturna;10 28;Quadrado;24m x 24m;t;Concreto;09/10/2025;PA2015-2675;https://pergamum.anac.gov.br/arquivos/PA2015-2675.pdf
SIOX;PR0110;Palhano Premium;LONDRINA;Paraná;"051°10'36,1""O";"23°20'07,7""S";VFR Diurna/Noturna;6 24;Quadrado;21m x 21m;t;Concreto;09/11/2025;PA2015-2854;https://pergamum.anac.gov.br/arquivos/PA2015-2854.pdf
SIST;PR0111;Zizico;PONTAL DO PARANÁ;Paraná;"048°27'37,0""O";"25°41'00,9""S";VFR Diurna/Noturna;2;Quadrado;18m x 18m;t;Concreto;21/09/2021;PA2011-1801;https://pergamum.anac.gov.br/arquivos/PA2011-1801.pdf
SIUP;PR0112;Pousada Fazenda Virá;TEIXEIRA SOARES;Paraná;"050°32'35,0""O";"25°23'19,5""S";VFR Diurna/Noturna;8;Quadrado;24m x 24m;t;Concreto;17/02/2026;PA2016-0301;https://pergamum.anac.gov.br/arquivos/PA2016-0301.pdf
SIZW;PR0113;Portal do Porto;SÃO JOSÉ DOS PINHAIS;Paraná;"049°07'55,0""O";"25°30'52,0""S";VFR Diurna/Noturna;11;Quadrado;20m x 20m;t;Concreto;19/07/2027;PA2017-2071;https://pergamum.anac.gov.br/arquivos/PA2017-2071.pdf
SJAB;PR0114;Helisul - Cataratas;FOZ DO IGUAÇU;Paraná;"054°25'57""O";"25°41'34,0""S";VFR Diurna;33;Quadrado;19,5m x 19,5m;t;Concreto;;;
SJAJ;PR0115;Estação Convention Center;CAMPO LARGO;Paraná;"049°26'04,0""O";"25°26'20,0""S";VFR Diurna/Noturna;4 22;Quadrado;18m x 18m;t;Concreto;24/09/2023;PA2017-1772;https://pergamum.anac.gov.br/arquivos/PA2017-1772.pdf
SJAX;PR0116;Helisul Afonso Pena;SÃO JOSÉ DOS PINHAIS;Paraná;"049°10'45,6""O";"25°32'13,0""S";VFR Diurna/Noturna;13;Quadrado;20m x 20m;t;Concreto;01/03/2027;PA2017-0617;https://pergamum.anac.gov.br/arquivos/PA2017-0617.pdf
SJGS;PR0118;Aerosigma Helicentro;BOCAIÚVA DO SUL;Paraná;"049°08'37,0""O";"25°15'25,0""S";VFR Diurna/Noturna;16 34;Quadrado;31m x 31m;t;Concreto;19/11/2024;PA2014-2708;https://pergamum.anac.gov.br/arquivos/PA2014-2708.pdf
SJHA;PR0119;Hospital do Coração - Unidade Santa Alice;LONDRINA;Paraná;"051°09'48,0""O";"23°20'28,0""S";VFR Diurna/Noturna;23;Quadrado;19,5m x 19,5m;t;Metálico;20/01/2027;PA2017-0125;https://pergamum.anac.gov.br/arquivos/PA2017-0125.pdf
SJJS;PR0120;BS Colway;PIRAQUARA;Paraná;"049°06'10,0""O";"25°27'41,0""S";VFR Diurna/Noturna;4;Quadrado;26m x 26m;t;Concreto;16/02/2021;PA2014-1296;https://pergamum.anac.gov.br/arquivos/PA2014-1296.pdf
SJLR;PR0121;Cambiju;PONTA GROSSA;Paraná;"049°55'05,0""O";"25°14'49,0""S";VFR Diurna/Noturna;6;Quadrado;20m x 20m;t;Concreto;09/09/2021;PA2011-1700;https://pergamum.anac.gov.br/arquivos/PA2011-1700.pdf
SJPF;PR0122;Polícia Federal-Foz do Iguaçu;FOZ DO IGUAÇU;Paraná;"054°34'26,3""O";"25°30'59,5""S";VFR Diurna/Noturna;6 23;Quadrado;26m x 26m;t;Concreto;23/11/2021;PA2016-1208;https://pergamum.anac.gov.br/arquivos/PA2016-1208.pdf
SJQG;PR0123;HSBC;CURITIBA;Paraná;"049°16'50,0""O";"25°30'11,0""S";VFR Diurna/Noturna;33;Quadrado;23m x 23m;t;Concreto;22/05/2025;PA2015-1220;https://pergamum.anac.gov.br/arquivos/PA2015-1220.pdf
SJRL;PR0124;Ryhad Palace Hotel;ARAUCÁRIA;Paraná;"049°23'49,0""O";"25°34'58,0""S";VFR Diurna/Noturna;12 32;Quadrado;20m x 20m;t;Concreto;27/01/2024;PA2014-0204;https://pergamum.anac.gov.br/arquivos/PA2014-0204.pdf
SJUT;PR0126;Cimento Rio Branco;RIO BRANCO DO SUL;Paraná;"049°19'09,0""O";"25°11'44,0""S";VFR Diurna;17 35;Quadrado;31,4m x 31,4m;t;Concreto;30/11/2021;PA2013-2839;https://pergamum.anac.gov.br/arquivos/PA2013-2839.pdf
SNBB;PR0128;BMR Medical;CAMPINA GRANDE DO SUL;Paraná;"049°03'26,0""O";"25°20'49,0""S";VFR Diurna;18;Quadrado;21m x 21m;t;Concreto;26/01/2027;PA2017-0198;https://pergamum.anac.gov.br/arquivos/PA2017-0198.pdf
SNKM;PR0129;MJ;CAMPO LARGO;Paraná;"049°23'31,0""O";"25°26'25,0""S";VFR Diurna/Noturna;24;Quadrado;31m x 31m;t;Concreto;30/12/2026;PA2016-3730;https://pergamum.anac.gov.br/arquivos/PA2016-3730.pdf
SIWF;MG0298;YBYTU;SAPUCAÍ-MIRIM;Minas Gerais;"045°46'31,0""O";"22°44'10,0""S";VFR Diurna/Noturna;2;Quadrado;20m x 20m;t;Grama;;;
SNTT;PR0130;Teston;CIANORTE;Paraná;"052°32'22,0""O";"23°39'25,0""S";VFR Diurna/Noturna;32;Quadrado;18m x 18m;t;Concreto;05/04/2026;PA2016-0799;https://pergamum.anac.gov.br/arquivos/PA2016-0799.pdf
SSBP;PR0131;Parque Barigui;CURITIBA;Paraná;"049°18'55,0""O";"25°25'52,0""S";VFR Diurna/Noturna;30;Quadrado;18m x 18m;t;Concreto;14/05/2022;PA2013-0581;https://pergamum.anac.gov.br/arquivos/PA2013-0581.pdf
SSFY;PR0133;Furnas Centrais Elétricas;FOZ DO IGUAÇU;Paraná;"054°32'31,0""O";"25°28'24,0""S";VFR Diurna/Noturna;12;Quadrado;26,1m x 26,1m;t;Concreto;02/06/2024;PA2014-1248;https://pergamum.anac.gov.br/arquivos/PA2014-1248.pdf
SSHH;PR0134;Helisul I;FOZ DO IGUAÇU;Paraná;"054°29'37,0""O";"25°36'32,0""S";VFR Diurna/Noturna;12 32;Quadrado;18m x 18m;t;Asfalto;13/03/2025;PA2015-0625;https://pergamum.anac.gov.br/arquivos/PA2015-0625.pdf
SSHI;PR0135;IURD;CURITIBA;Paraná;"049°15'41,0""O";"25°26'32,0""S";VFR Diurna/Noturna;15 30;Quadrado;24m x 24m;t;Aço;02/06/2027;PA2017-1750;https://pergamum.anac.gov.br/arquivos/PA2017-1750.pdf
SSHY;PR0137;Hospital Universitário Cajuru;CURITIBA;Paraná;"049°14'42""O";"25°26'11,0""S";VFR Diurna/Noturna;35;Quadrado;20,6m x 20,6m;t;Concreto;04/07/2028;PA2018-1951;https://pergamum.anac.gov.br/arquivos/PA2018-1951.pdf
SSIG;PR0138;Isogama;SÃO JOSÉ DOS PINHAIS;Paraná;"049°09'40,0""O";"25°38'00,0""S";VFR Diurna/Noturna;9;Quadrado;18m x 18m;t;Grama;23/07/2023;PA2013-1893;https://pergamum.anac.gov.br/arquivos/PA2013-1893.pdf
SSJF;PR0139;Polícia Federal Curitiba;CURITIBA;Paraná;"049°13'40,0""O";"25°22'34,0""S";VFR Diurna/Noturna;14 32;Quadrado;26m x 26m;t;Concreto;29/11/2022;PA2013-1323;https://pergamum.anac.gov.br/arquivos/PA2013-1323.pdf
SSLC;PR0140;Cooperativa Lar;MEDIANEIRA;Paraná;"054°04'03,0""O";"25°16'17,0""S";VFR Diurna/Noturna;36;Quadrado;19,5m x 19,5m;t;Concreto;13/02/2024;PA2014-0374;https://pergamum.anac.gov.br/arquivos/PA2014-0374.pdf
SSLU;PR0141;Palazzo Lumini;CURITIBA;Paraná;"049°20'32,4""O";"25°26'23,1""S";VFR Diurna/Noturna;6 26;Quadrado;21m x 21m;t;Concreto;28/12/2025;PA2015-3439;https://pergamum.anac.gov.br/arquivos/PA2015-3439.pdf
SSNM;PR0142;Santa Mônica;COLOMBO;Paraná;"049°08'17,1""O";"25°22'55,0""S";VFR Diurna;18;Quadrado;20m x 20m;t;Concreto;;;
SSOF;PR0143;Ouro Verde;CURITIBA;Paraná;"049°19'56,0""O";"25°30'28,5""S";VFR Diurna/Noturna;13;Quadrado;19,5m x 19,5m;t;Concreto;28/12/2025;PA2015-3437;https://pergamum.anac.gov.br/arquivos/PA2015-3437.pdf
SSSE;PR0145;Jihad Dehaini;ARAUCÁRIA;Paraná;"049°23'40,0""O";"25°34'36,0""S";VFR Diurna;32;Quadrado;18m x 18m;t;Concreto;06/02/2025;PA2015-0278;https://pergamum.anac.gov.br/arquivos/PA2015-0278.pdf
SWCT;PR0146;Laguna Iguaçu;CURITIBA;Paraná;"049°17'20,0""O";"25°26'57,0""S";VFR Diurna/Noturna;15 33;Quadrado;21m x 21m;t;Aço;05/06/2024;PA2014-1293;https://pergamum.anac.gov.br/arquivos/PA2014-1293.pdf
SWTT;PR0149;Supermax;CURITIBA;Paraná;"049°19'34,0""O";"25°25'57,0""S";VFR Diurna/Noturna;21;Quadrado;20m x 20m;t;Concreto;29/09/2021;PA2014-2712;https://pergamum.anac.gov.br/arquivos/PA2014-2712.pdf
SDNR;SP0391;Banco Santander;SÃO PAULO;São Paulo;"046°42'50,0""O";"23°39'08,0""S";VFR Diurna/Noturna;9 27;Quadrado;21m x 21m;t;Concreto;24/09/2023;PA2018-0644;https://pergamum.anac.gov.br/arquivos/PA2018-0644.pdf
SSSJ;PA0158;HSM;BELÉM;Pará;"048°28'07,0""O";"01°26'16,0""S";VFR Diurna/Noturna;19;Quadrado;18,6m x 18,6m;t;Concreto;19/11/2022;PA2018-2381;https://pergamum.anac.gov.br/arquivos/PA2018-2381.pdf
SNIL;SP0847;HBR Lead Corporate Faria Lima;SÃO PAULO;São Paulo;"046°40'48,5""O";"23°35'31,2""S";VFR Diurna/Noturna;6 24;Quadrado;20m x 20m;t;Metálico;;;
SWDV;MG0282;Fazenda Vereda;ESMERALDAS;Minas Gerais;"044°26'02,2""O";"19°41'12,6""S";VFR Diurna/Noturna;26;Quadrado;21m x 21m;t;Grama;01/11/2026;PA2016-2807;https://pergamum.anac.gov.br/arquivos/PA2016-2807.pdf
SDBG;RJ0030;Barra Green;RIO DE JANEIRO;Rio de Janeiro;"043°20'50,0""O";"23°00'22,0""S";VFR Diurna/Noturna;21 36;Quadrado;18m x 18m;t;Grama;17/04/2023;PA2013-0982;https://pergamum.anac.gov.br/arquivos/PA2013-0982.pdf
SWVG;CE0070;Riacho Verde;TAUÁ;Ceará;"040°17'54,0""O";"05°58'15,0""S";VFR Diurna/Noturna;7;Quadrado;20m x 20m;t;Concreto;19/11/2022;PA2012-2493;https://pergamum.anac.gov.br/arquivos/PA2012-2493.pdf
SDHH;DF0010;Base Resgate;BRASÍLIA;Distrito Federal;"047°54'22,0""O";"15°46'30,0""S";VFR Diurna;11 29;Retangular;30m x 22,5m;t;Asfalto;14/09/2025;PA2015-2396;https://pergamum.anac.gov.br/arquivos/PA2015-2396.pdf
SIHC;ES0016;Cel PM Cícero Dantas dos Santos;VITÓRIA;Espírito Santo;"040°18'45""O";"20°17'37,0""S";VFR Diurna/Noturna;24;Quadrado;20m x 20m;t;Concreto;02/05/2023;PA2014-2184;https://pergamum.anac.gov.br/arquivos/PA2014-2184.pdf
SWUM;ES0024;Praia Grande;FUNDÃO;Espírito Santo;"040°10'44,0""O";"20°02'16,0""S";VFR Diurna/Noturna;16;Quadrado;20m x 20m;t;Concreto;10/05/2023;PA2013-1160;https://pergamum.anac.gov.br/arquivos/PA2013-1160.pdf
SIVT;RJ0093;Chaperó;ITAGUAÍ;Rio de Janeiro;"043°45'50,0""O";"22°50'33,0""S";VFR Diurna/Noturna;21;Quadrado;24m x 24m;t;Concreto;18/05/2025;PA2015-1171;https://pergamum.anac.gov.br/arquivos/PA2015-1171.pdf
SIYV;RJ0095;Mário Henrique Simonsen;RIO DE JANEIRO;Rio de Janeiro;"043°20'47,0""O";"22°59'48,0""S";VFR Diurna/Noturna;15;Quadrado;21m x 21m;t;Grama;11/02/2025;PA2015-0333;https://pergamum.anac.gov.br/arquivos/PA2015-0333.pdf
SDFR;CE0028;Riomar Fortaleza;FORTALEZA;Ceará;"038°28'24,6""O";"03°44'28,1""S";VFR Diurna/Noturna;4 25;Quadrado;21m x 21m;t;Concreto;31/07/2025;PA2015-2035;https://pergamum.anac.gov.br/arquivos/PA2015-2035.pdf
SIZB;RJ0096;Hospital São José;TERESÓPOLIS;Rio de Janeiro;"042°58'48""O";"22°25'30,0""S";VFR Diurna/Noturna;35;Quadrado;19,5m x 19,5m;t;Concreto;26/01/2025;PA2015-1856;https://pergamum.anac.gov.br/arquivos/PA2015-1856.pdf
SJCE;RJ0097;Convem;MAGÉ;Rio de Janeiro;"043°09'30,0""O";"22°39'37,0""S";VFR Diurna/Noturna;26;Quadrado;24m x 24m;t;Concreto;11/04/2026;PA2016-0865;https://pergamum.anac.gov.br/arquivos/PA2016-0865.pdf
SJCG;RJ0098;Iate Clube de Santos;ANGRA DOS REIS;Rio de Janeiro;"044°26'00,8""O";"22°58'40,7""S";VFR Diurna/Noturna;3;Quadrado;24m x 24m;t;Grama;27/11/2024;PA2014-2822;https://pergamum.anac.gov.br/arquivos/PA2014-2822.pdf
SJDA;RJ0099;Helicentro do Pontal ;RIO DE JANEIRO;Rio de Janeiro;"043°30'00,0""O";"23°00'53,0""S";VFR Diurna/Noturna;1 19;Quadrado;28m x 28m;t;Concreto;27/09/2026;PA2016-2529;https://pergamum.anac.gov.br/arquivos/PA2016-2529.pdf
SJDP;RJ0101;My Way;ANGRA DOS REIS;Rio de Janeiro;"044°17'14,0""O";"23°00'53,0""S";VFR Diurna/Noturna;27;Quadrado;24m x 24m;4,8t;Concreto;25/01/2021;PA2011-0123;https://pergamum.anac.gov.br/arquivos/PA2011-0123.pdf
